"entity","id","slug","current_price_fields","evidence","proposed_mode","proposed_min","proposed_max","reason","local_link","admin_link"
"Activity","cmt1s68no0038wszf6gg69deq","local-test-slot-a-0800-1000","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null}","[{""source"":""current.activity"",""path"":""$"",""value"":""{\""id\"":\""cmt1s68no0038wszf6gg69deq\"",\""slug\"":\""local-test-slot-a-0800-1000\"",\""priceFrom\"":null,\""priceTo\"":null,\""currency\"":\""BYN\"",\""priceMode\"":\""UNKNOWN\"",\""priceText\"":null,\""priceItems\"":null,\""scheduleJson\"":{\""dates\"":[\""2026-08-22\""],\""endTime\"":\""10:00\"",\""startTime\"":\""08:00\"",\""categoryId\"":\""cmqpohj330099wss6mnj1wwy6\"",\""scheduleMode\"":\""single\"",\""scheduleItems\"":[{\""id\"":\""local-a\"",\""date\"":\""2026-08-22\"",\""allDay\"":false,\""dateEnd\"":null,\""endTime\"":\""10:00\"",\""startTime\"":\""08:00\"",\""isMultiDay\"":false,\""isCollapsed\"":false,\""recurrenceUnit\"":\""...""}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/event/cmt1s68no0038wszf6gg69deq/edit","/editor/event/cmt1s68no0038wszf6gg69deq/edit"
"Activity","cmt1s68qs003hwszfifw8w6dw","local-test-slot-b-0830-0930","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null}","[{""source"":""current.activity"",""path"":""$"",""value"":""{\""id\"":\""cmt1s68qs003hwszfifw8w6dw\"",\""slug\"":\""local-test-slot-b-0830-0930\"",\""priceFrom\"":null,\""priceTo\"":null,\""currency\"":\""BYN\"",\""priceMode\"":\""UNKNOWN\"",\""priceText\"":null,\""priceItems\"":null,\""scheduleJson\"":{\""dates\"":[\""2026-08-22\""],\""endTime\"":\""09:30\"",\""startTime\"":\""08:30\"",\""categoryId\"":\""cmqpohj330099wss6mnj1wwy6\"",\""scheduleMode\"":\""single\"",\""scheduleItems\"":[{\""id\"":\""local-b\"",\""date\"":\""2026-08-22\"",\""allDay\"":false,\""dateEnd\"":null,\""endTime\"":\""09:30\"",\""startTime\"":\""08:30\"",\""isMultiDay\"":false,\""isCollapsed\"":false,\""recurrenceUnit\"":\""...""}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/event/cmt1s68qs003hwszfifw8w6dw/edit","/editor/event/cmt1s68qs003hwszfifw8w6dw/edit"
"Activity","cmt1s68s3003qwszfnnuh5gcz","local-test-window-1200-2000","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null}","[{""source"":""current.activity"",""path"":""$"",""value"":""{\""id\"":\""cmt1s68s3003qwszfnnuh5gcz\"",\""slug\"":\""local-test-window-1200-2000\"",\""priceFrom\"":null,\""priceTo\"":null,\""currency\"":\""BYN\"",\""priceMode\"":\""UNKNOWN\"",\""priceText\"":null,\""priceItems\"":null,\""scheduleJson\"":{\""dates\"":[\""2026-08-22\""],\""endTime\"":\""20:00\"",\""startTime\"":\""12:00\"",\""categoryId\"":\""cmqpohj330099wss6mnj1wwy6\"",\""scheduleMode\"":\""single\"",\""scheduleItems\"":[{\""id\"":\""local-c\"",\""date\"":\""2026-08-22\"",\""allDay\"":false,\""dateEnd\"":null,\""endTime\"":\""20:00\"",\""startTime\"":\""12:00\"",\""isMultiDay\"":false,\""isCollapsed\"":false,\""recurrenceUnit\"":\""...""}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/event/cmt1s68s3003qwszfnnuh5gcz/edit","/editor/event/cmt1s68s3003qwszfnnuh5gcz/edit"
"Activity","cmt1s68tg003zwszfmbg4ifxg","local-test-slot-1300-1400","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null}","[{""source"":""current.activity"",""path"":""$"",""value"":""{\""id\"":\""cmt1s68tg003zwszfmbg4ifxg\"",\""slug\"":\""local-test-slot-1300-1400\"",\""priceFrom\"":null,\""priceTo\"":null,\""currency\"":\""BYN\"",\""priceMode\"":\""UNKNOWN\"",\""priceText\"":null,\""priceItems\"":null,\""scheduleJson\"":{\""dates\"":[\""2026-08-22\""],\""endTime\"":\""14:00\"",\""startTime\"":\""13:00\"",\""categoryId\"":\""cmqpohj330099wss6mnj1wwy6\"",\""scheduleMode\"":\""single\"",\""scheduleItems\"":[{\""id\"":\""local-d\"",\""date\"":\""2026-08-22\"",\""allDay\"":false,\""dateEnd\"":null,\""endTime\"":\""14:00\"",\""startTime\"":\""13:00\"",\""isMultiDay\"":false,\""isCollapsed\"":false,\""recurrenceUnit\"":\""we...""}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/event/cmt1s68tg003zwszfmbg4ifxg/edit","/editor/event/cmt1s68tg003zwszfmbg4ifxg/edit"
"Activity","cmt1s68uj0048wszftlatubyj","local-test-replacement-1030-1130","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null}","[{""source"":""current.activity"",""path"":""$"",""value"":""{\""id\"":\""cmt1s68uj0048wszftlatubyj\"",\""slug\"":\""local-test-replacement-1030-1130\"",\""priceFrom\"":null,\""priceTo\"":null,\""currency\"":\""BYN\"",\""priceMode\"":\""UNKNOWN\"",\""priceText\"":null,\""priceItems\"":null,\""scheduleJson\"":{\""dates\"":[\""2026-08-22\""],\""endTime\"":\""11:30\"",\""startTime\"":\""10:30\"",\""categoryId\"":\""cmqpohj330099wss6mnj1wwy6\"",\""scheduleMode\"":\""single\"",\""scheduleItems\"":[{\""id\"":\""local-e\"",\""date\"":\""2026-08-22\"",\""allDay\"":false,\""dateEnd\"":null,\""endTime\"":\""11:30\"",\""startTime\"":\""10:30\"",\""isMultiDay\"":false,\""isCollapsed\"":false,\""recurrenceUn...""}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/event/cmt1s68uj0048wszftlatubyj/edit","/editor/event/cmt1s68uj0048wszftlatubyj/edit"
"Activity","cmrrljj8c0006wsls2fw3jnyw","letniy-klub-dlya-detey-na-angliyskom","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null}","[{""source"":""current.activity"",""path"":""$"",""value"":{""id"":""cmrrljj8c0006wsls2fw3jnyw"",""slug"":""letniy-klub-dlya-detey-na-angliyskom"",""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null,""scheduleJson"":{""mode"":""ONE_TIME"",""dates"":[""2026-07-19"",""2026-08-21""],""startTime"":""08:30"",""scheduleItems"":[{""date"":""2026-07-19"",""dateEnd"":""2026-08-21"",""startTime"":""08:30""}]}}}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/event/cmrrljj8c0006wsls2fw3jnyw/edit","/editor/event/cmrrljj8c0006wsls2fw3jnyw/edit"
"Activity","cmrsduuwv0006wsepv9dbf19s","letnyaya-aktivnaya-razvlekatelnaya-zagorodnaya-programma-2026-aktiv-polis-na-baze-sanatoriya","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""2 213 BYN - РАННЕЕ БРОНИРОВАНИЕ до 1 февраля 2026 *можно купить в рассрочку до 8 месяцев (услуги ООО \""Активные дети\"" Стоимость включает: 1 098 BYN (оплата санаторию) - проживание (11 дней/12 ночей), 6-ти разовое питание, медицинские процедуры, охрана территории, мед. сопровождение, ежедневная уборка. 1 1 115 BYN (до 1 февраля ) - все активности каждого дня, материалы, работа инструкторов, чат родителей, фото-видео отчёта каждый день, медицинская страховка на период программы 1175 до 1 марта (общая стоимость программы 2 273 BYN) 1 250 BYN - до 1 апреля (общая стоимость программы 2 348 BYN) 1 325 BYN - после 1 апреля (общая стоимость программы 2 423 BYN)"",""priceItems"":null}","[{""source"":""current.activity"",""path"":""$"",""value"":""{\""id\"":\""cmrsduuwv0006wsepv9dbf19s\"",\""slug\"":\""letnyaya-aktivnaya-razvlekatelnaya-zagorodnaya-programma-2026-aktiv-polis-na-baze-sanatoriya\"",\""priceFrom\"":null,\""priceTo\"":null,\""currency\"":\""BYN\"",\""priceMode\"":\""UNKNOWN\"",\""priceText\"":\""2 213 BYN - РАННЕЕ БРОНИРОВАНИЕ до 1 февраля 2026 *можно купить в рассрочку до 8 месяцев (услуги ООО \\\""Активные дети\\\"" Стоимость включает: 1 098 BYN (оплата санаторию) - проживание (11 дней/12 ночей), 6-ти разовое питание, медицинские процедуры, охрана территории, мед. сопрово...""},{""source"":""snapshot:wordpress-db:events:60404:raw"",""path"":""$.postMeta.event-cost[0]"",""value"":""<p><strong>2 213 BYN</strong><strong> - РАННЕЕ БРОНИРОВАНИЕ до 1 февраля 2026</strong></p>\n<p><em>*можно купить в рассрочку до 8 месяцев (услуги ООО \""Активные дети\""</em></p>\n<p><strong>Стоимость включает:</strong><br /><strong>1 098 BYN<...""}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/event/cmrsduuwv0006wsepv9dbf19s/edit","/editor/event/cmrsduuwv0006wsepv9dbf19s/edit"
"Activity","cmrt4gvoz0006wse4r8c9nj4b","","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null}","[{""source"":""current.activity"",""path"":""$"",""value"":{""id"":""cmrt4gvoz0006wse4r8c9nj4b"",""slug"":null,""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null,""scheduleJson"":{""mode"":""ONE_TIME"",""dates"":[""2026-07-25""],""startTime"":""19:00"",""scheduleItems"":[{""date"":""2026-07-25"",""startTime"":""19:00""}]}}}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/event/cmrt4gvoz0006wse4r8c9nj4b/edit","/editor/event/cmrt4gvoz0006wse4r8c9nj4b/edit"
"Offer","cmrwf27x80006ws2shcxrzcry","bomba","{""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwf27x80006ws2shcxrzcry"",""slug"":""bomba"",""priceFrom"":null,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":null,""priceItems"":null,""campSessions"":null}}]","UNKNOWN","","","no-provable-price-intent","http://localhost:3000/editor/offer/cmrwf27x80006ws2shcxrzcry/edit","/editor/offer/cmrwf27x80006ws2shcxrzcry/edit"
"Offer","cmrwh7f4f0006wsionf49nq3h","strazhi-galaktiki","{""priceFrom"":95,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""95 руб/чел."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7f4f0006wsionf49nq3h"",""slug"":""strazhi-galaktiki"",""priceFrom"":95,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""95 руб/чел."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43646:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>95 руб/чел.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43646:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""95""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7f4f0006wsionf49nq3h/edit","/editor/offer/cmrwh7f4f0006wsionf49nq3h/edit"
"Offer","cmrwf2avz0006ws49iu3hi4m2","veduschiy-maksi","{""priceFrom"":220,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""220 руб. 260 руб."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwf2avz0006ws49iu3hi4m2"",""slug"":""veduschiy-maksi"",""priceFrom"":220,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""220 руб. 260 руб."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:33345:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""220""},{""source"":""snapshot:wordpress-db:hb-programs:33345:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>220 руб. <del>260 руб.</del></p>""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwf2avz0006ws49iu3hi4m2/edit","/editor/offer/cmrwf2avz0006ws49iu3hi4m2/edit"
"Offer","cmrwh7cyn0006wshzzvrmqxso","paket-hit","{""priceFrom"":400,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""400 руб. (2,5 часа)* *Максимальное количество детей-участников в программе — 10 чел."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7cyn0006wshzzvrmqxso"",""slug"":""paket-hit"",""priceFrom"":400,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""400 руб. (2,5 часа)* *Максимальное количество детей-участников в программе — 10 чел."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43408:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>400 руб. (2,5 часа)*</p>\n<p>*Максимальное количество детей-участников в программе — 10 чел.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43408:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""400""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7cyn0006wshzzvrmqxso/edit","/editor/offer/cmrwh7cyn0006wshzzvrmqxso/edit"
"Offer","cmrwh7lm20006wslmi6jkr5s9","dzhumandzhi-bazovyy","{""priceFrom"":35,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""35 руб/чел."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7lm20006wslmi6jkr5s9"",""slug"":""dzhumandzhi-bazovyy"",""priceFrom"":35,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""35 руб/чел."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43665:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>35 руб/чел.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43665:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""35""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7lm20006wslmi6jkr5s9/edit","/editor/offer/cmrwh7lm20006wslmi6jkr5s9/edit"
"Offer","cmrwh7gk90006wsjmut6tejr0","gromoverzhtsy","{""priceFrom"":95,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""95 руб/чел."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7gk90006wsjmut6tejr0"",""slug"":""gromoverzhtsy"",""priceFrom"":95,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""95 руб/чел."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43650:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>95 руб/чел.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43650:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""95""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7gk90006wsjmut6tejr0/edit","/editor/offer/cmrwh7gk90006wsjmut6tejr0/edit"
"Offer","cmrwh34h40006ws8a7xo94o1c","paket-1-3-chasa","{""priceFrom"":750,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""750 руб.* *участников рисования до 10 детей 5 взрослых, приглашенных гостей на ваше усмотрение"",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh34h40006ws8a7xo94o1c"",""slug"":""paket-1-3-chasa"",""priceFrom"":750,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""750 руб.* *участников рисования до 10 детей 5 взрослых, приглашенных гостей на ваше усмотрение"",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43267:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>750 руб.*</p>\n<p>*участников рисования до 10 детей 5 взрослых, приглашенных гостей на ваше усмотрение</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43267:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""750""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh34h40006ws8a7xo94o1c/edit","/editor/offer/cmrwh34h40006ws8a7xo94o1c/edit"
"Offer","cmrwh35780006ws8hglv7npyy","paket-neon-3-chasa","{""priceFrom"":800,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""800 руб.* *участники рисования до 10 детей и 5 взрослых, пригашенных гостей на ваше усмотрение"",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh35780006ws8hglv7npyy"",""slug"":""paket-neon-3-chasa"",""priceFrom"":800,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""800 руб.* *участники рисования до 10 детей и 5 взрослых, пригашенных гостей на ваше усмотрение"",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43269:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>800 руб.*</p>\n<p>*участники рисования до 10 детей и 5 взрослых, пригашенных гостей на ваше усмотрение</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43269:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""800""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh35780006ws8hglv7npyy/edit","/editor/offer/cmrwh35780006ws8hglv7npyy/edit"
"Offer","cmrwhrj6t0006wsfw0dfi7pyq","igrovaya-komnata","{""priceFrom"":100,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""Аренда пространства для праздника - 100 руб./час"",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwhrj6t0006wsfw0dfi7pyq"",""slug"":""igrovaya-komnata"",""priceFrom"":100,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""Аренда пространства для праздника - 100 руб./час"",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:16403:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>Аренда пространства для праздника - 100 руб./час</p>""},{""source"":""snapshot:wordpress-db:hb-programs:16403:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""100""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwhrj6t0006wsfw0dfi7pyq/edit","/editor/offer/cmrwhrj6t0006wsfw0dfi7pyq/edit"
"Offer","cmrwh35x90006ws8o2380vxtd","rospis-mishek-bearbricks-3-chasa","{""priceFrom"":800,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""800 руб.* *Пакет рассчитан до 8 детей."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh35x90006ws8o2380vxtd"",""slug"":""rospis-mishek-bearbricks-3-chasa"",""priceFrom"":800,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""800 руб.* *Пакет рассчитан до 8 детей."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43278:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>800 руб.*</p>\n<p>*Пакет рассчитан до 8 детей.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43278:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""800""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh35x90006ws8o2380vxtd/edit","/editor/offer/cmrwh35x90006ws8o2380vxtd/edit"
"Offer","cmrwh7dok0006wsi7d145z78r","paket-hit-2","{""priceFrom"":500,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""500 руб (3 часа)"",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7dok0006wsi7d145z78r"",""slug"":""paket-hit-2"",""priceFrom"":500,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""500 руб (3 часа)"",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43410:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>500 руб (3 часа)</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43410:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""500""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7dok0006wsi7d145z78r/edit","/editor/offer/cmrwh7dok0006wsi7d145z78r/edit"
"Offer","cmrwh7eeo0006wsihvak7pnuv","paket-prosto-nauka","{""priceFrom"":300,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""от 300 руб (1-2 часа)"",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7eeo0006wsihvak7pnuv"",""slug"":""paket-prosto-nauka"",""priceFrom"":300,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""от 300 руб (1-2 часа)"",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43412:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>от 300 руб (1-2 часа)</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43412:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""300""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7eeo0006wsihvak7pnuv/edit","/editor/offer/cmrwh7eeo0006wsihvak7pnuv/edit"
"Offer","cmrwh7fu90006wsjfhfrdtnrw","mstiteli","{""priceFrom"":95,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""95 руб/чел."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7fu90006wsjfhfrdtnrw"",""slug"":""mstiteli"",""priceFrom"":95,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""95 руб/чел."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43648:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>95 руб/чел.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43648:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""95""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7fu90006wsjfhfrdtnrw/edit","/editor/offer/cmrwh7fu90006wsjfhfrdtnrw/edit"
"Offer","cmrwh7k6h0006wsl8i4e4re6i","tehas-standartnyy","{""priceFrom"":45,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""45 руб/чел."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7k6h0006wsl8i4e4re6i"",""slug"":""tehas-standartnyy"",""priceFrom"":45,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""45 руб/чел."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43661:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>45 руб/чел.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43661:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""45""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7k6h0006wsl8i4e4re6i/edit","/editor/offer/cmrwh7k6h0006wsl8i4e4re6i/edit"
"Offer","cmrwf25pw0006ws1ltf4ye9v9","turbo","{""priceFrom"":800,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""800 BYN - любой день *Пакеты услуг рассчитаны до 12 гостей (дети+взрослые). **Во время праздника в парке могут находиться другие гости."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwf25pw0006ws1ltf4ye9v9"",""slug"":""turbo"",""priceFrom"":800,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""800 BYN - любой день *Пакеты услуг рассчитаны до 12 гостей (дети+взрослые). **Во время праздника в парке могут находиться другие гости."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:29124:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>800 BYN -  любой день</p>\n<p>*Пакеты услуг рассчитаны до 12 гостей (дети+взрослые).</p>\n<p>**Во время праздника в парке могут находиться другие гости.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:29124:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""800""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwf25pw0006ws1ltf4ye9v9/edit","/editor/offer/cmrwf25pw0006ws1ltf4ye9v9/edit"
"Offer","cmrwh7jga0006wskhwxo1u14u","tehas-bazovyy","{""priceFrom"":35,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""35 руб/чел."",""priceItems"":null}","[{""source"":""current.offer"",""path"":""$"",""value"":{""id"":""cmrwh7jga0006wskhwxo1u14u"",""slug"":""tehas-bazovyy"",""priceFrom"":35,""priceTo"":null,""currency"":""BYN"",""priceMode"":""UNKNOWN"",""priceText"":""35 руб/чел."",""priceItems"":null,""campSessions"":null}},{""source"":""snapshot:wordpress-db:hb-programs:43659:raw"",""path"":""$.postMeta.program-cost[0]"",""value"":""<p>35 руб/чел.</p>""},{""source"":""snapshot:wordpress-db:hb-programs:43659:raw"",""path"":""$.postMeta.average-check-program[0]"",""value"":""35""}]","UNKNOWN","","","ambiguous-offer-priceFrom","http://localhost:3000/editor/offer/cmrwh7jga0006wskhwxo1u14u/edit","/editor/offer/cmrwh7jga0006wskhwxo1u14u/edit"
